signer,total_trades,trades_per_hour,aggregator_likelihood,late_slot_ratio,oracle_backrun_ratio,high_bytes_ratio,cluster_ratio,mev_score,wash_trading_score,classification,binary_label,validators,total_validators,pools,total_pools,sandwich_complete,front_running,back_running,total_attacks,cost_sol,profit_sol,net_profit_sol
9gboV8FC354RDheiYE52wPBFNYbLB5CyPU7mgMjaScef,2,20.0,0.0,1.0,1.0,0.0,1.0,0.8,22.22222222222222,LIKELY MEV BOT,1,q9XWcZ7T1wP4bW9SB4XgNNwjnFEJ982nE8aVbbNuwot,1,"GoonFi,HumidiFi",2,1,1,2,4,0.0025,0.016,0.0135
B1VTs61eWUFdkpQy1WZeeddM6DrFwvcMn8v6ZU1DDPER,2,20.0,0.0,1.0,1.0,0.0,1.0,0.8,22.22222222222222,LIKELY MEV BOT,1,Ste1115xFGdAYK5jaWA3dEFcUc1S5jEbVvD8e327zty,1,"SolFiV2,HumidiFi",2,1,1,2,4,0.0025,0.016,0.0135
HKZXPxkJtC6NhDo6z8FcgpzuDPjSVXu9JiUzEfs3tdWi,3,30.0,0.5,0.0,1.0,0.0,0.5,0.4,60.0,LIKELY MEV BOT,1,"6y7V8dL673XFzm9QyC5vvh3itWkp7wztahBd2yDqsyrK,phz1CRbEsCtFCh2Ro5tjyu588VU1WPMwW9BJS9yFNn2",2,"SolFiV2,BisonFi",2,0,0,3,3,0.0015,0.006,0.0045000000000000005
2P3brHs5vnuG1QaUo2aA6yzfKzArwMVH6F8Wm5x4kLba,2,8.569306647877669,0.5,0.0,1.0,0.5,0.0,0.4,17.138613295755338,LIKELY MEV BOT,1,"RLMS1pv3YKi7CSUCKTNcFN5fFkXJc2SmCwPhbQpqZJo,VQwCCSfW3o5NDx7n5FBr9SoYiLXVgetstHvaWBvv2YH",2,"ZeroFi,TesseraV",2,0,0,2,2,0.001,0.004,0.003
H4kwfNGGxgU2VFNdjsagva8mveGtNyQVpd2rkPeGmxLz,2,20.0,0.0,0.0,1.0,0.0,1.0,0.5,33.333333333333336,LIKELY MEV BOT,1,HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,1,"TesseraV,HumidiFi",2,1,0,2,3,0.002,0.014,0.012
4ne7A2wu7aKnyoCkzUDD8QtsrmguMjW7rE9zFoNPdyX8,2,0.27518730126794844,0.5,0.0,1.0,0.5,0.0,0.4,0.5503746025358969,LIKELY MEV BOT,1,"JD549HsbJHeEKKUrKgg4Fj2iyv2RGjsV7NTZjZUrHybB,HnfPZDrbJFooiP9vvgWrjx3baXVNAZCgisT58gyMCgML",2,"ZeroFi,SolFi",2,0,0,2,2,0.001,0.004,0.003
5stmQEeFiPRAbVcXXQ7qpe5Q6hkac2CNfNoHYq4CLyna,3,1.4788234535374896,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.39999999999999997,2.957646907074979,LIKELY MEV BOT,1,"Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk,CwyVpfmfSiMeCexi3JgUNvaiDfYN14cLDjzT99zcBuD2,AEHqTB2RtJjegsR2ePjvoJSm6AA5pnYKWVbcsn6kqTBD",3,"SolFiV2,HumidiFi,ObricV2",3,0,0,3,3,0.0015,0.006,0.0045000000000000005
AqSEhKSzXpTQMNpuexfFFsJy7TygEgGz91D7cBvzyLmB,2,20.0,0.0,0.0,1.0,0.0,1.0,0.5,33.333333333333336,LIKELY MEV BOT,1,DtdSSG8ZJRZVv5Jx7K1MeWp7Zxcu19GD5wQRGRpQ9uMF,1,HumidiFi,1,1,0,2,3,0.002,0.014,0.012
6X2LSoyi5ytUJQVr7zYBZ2xZGcQHrF6VqBzxfBT7Vfte,2,0.6157362692094751,0.5,0.5,1.0,0.0,0.0,0.44999999999999996,1.119520489471773,LIKELY MEV BOT,1,"8tjFeSApQ85ThoQXT28acfF2KUfQr3TvTdirSkzNnYC7,5pPRHniefFjkiaArbGX3Y8NUysJmQ9tMZg3FrFGwHzSm",2,"GoonFi,HumidiFi",2,0,0,2,2,0.001,0.004,0.003
7WJ4UsVPzXSeg9pYczScQfFBBkx6Kp2Yxa7Gk22TXNxz,2,20.0,0.5,0.5,1.0,0.0,0.0,0.44999999999999996,36.36363636363637,LIKELY MEV BOT,1,"5Us18hLZPXJTS4QVuGSsUw137Dyd2tgBaem24Xsf5nBS,Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk",2,"SolFiV2,GoonFi",2,0,0,2,2,0.001,0.004,0.003
